"","X.1","X","median","Identifier","Depth","d_g_wet_sed","NorTi.x","NorAl.x","NorSi.x","NorSr","NorRb","NorCa","NorFe.x","sedrate.mm","Water","Dry_bulk_density2","Fraction","Percentage","averaged.d13C","averaged.C.N","averaged.d15N","averaged.C","averaged.N","max","min","mean","Depth.mm","d.0.5","PrC","age_k","Fe_Ti","Si_Ti","Si_Al.x","NorSi.y","NorAl.y","NorTi.y","NorFe.y","Al_Si","Si_Al.y","Ti_Al","roll_Al_Si","roll_Si_Al","roll_Ti_Al","roll_Fe","sumdepth_sand_coarse","roll_Ti"
"6899",6899,1299,24770,NA,108,NA,0.779188517802926,0.0057963014076732,0.0494065691415954,0.0135412994947715,0.0111326518622959,0.076455975710737,0.974973563623546,0.833333333333333,31.6315374964708,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130200076912027,24.77,1.25126787850092,0.0634077222812611,8.52380952380952,0.0494065691415954,0.0057963014076732,0.779188517802926,0.974973563623546,0.11731843575419,8.52380952380953,134.428571428571,0.226959272192418,6.22244507706464,101.629491085806,0.97532920202463,NA,NA
"6900",6900,1300,24786,NA,108.1,NA,0.759953837276399,0.0115406809001731,0.0571263704558569,NA,NA,0.0718407386035776,NA,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.786,NA,0.0751708428246014,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6901",6901,1301,24800,NA,108.2,NA,0.76793893129771,0.00916030534351145,0.0555725190839695,0.0192128912302448,0.00917260613572978,0.0656488549618321,0.967276107840099,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132687934682257,24.8,1.25957425573611,0.0723658051689861,6.06666666666667,0.0555725190839695,0.00916030534351145,0.76793893129771,0.967276107840099,0.164835164835165,6.06666666666667,83.8333333333333,0.217154979263125,7.04413819875776,126.206210662526,0.976296370489071,NA,NA
"6902",6902,1302,24809,NA,108.3,NA,0.772255426234665,0.00723497955331865,0.0544196288140925,0.019092862113831,0.00886562377076462,0.0714061025479711,0.968894671548307,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130153020161263,24.809,1.25462980075441,0.0704684317718941,7.52173913043478,0.0544196288140925,0.00723497955331865,0.772255426234665,0.968894671548307,0.132947976878613,7.52173913043479,106.739130434783,0.196476720162047,7.52260878699306,134.321504780173,0.975847626224995,NA,NA
"6903",6903,1303,24821,NA,108.4,NA,0.792161093131967,0.00898957209636821,0.0316432937792161,0.0188897338403042,0.00501901140684411,0.0593311758360302,0.971498098859316,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139212121862752,24.821,1.22638956555958,0.0399455288243305,3.52,0.0316432937792161,0.00898957209636821,0.792161093131967,0.971498098859316,0.284090909090909,3.52,88.12,0.256675725137171,7.37135878699306,134.257477002395,0.97597369064384,NA,NA
"6904",6904,1304,24833,NA,108.5,NA,0.79564930784443,0,0.0293342122610415,0.0127943528373683,0.0109744664423978,0.0672379696769941,0.973363480946341,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137183184507805,24.833,1.22335741557216,0.0368682684341342,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6905",6905,1305,24845,NA,108.6,NA,0.783043197936815,0.00419084461637653,0.0367504835589942,NA,NA,0.0693101225016119,NA,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.845,NA,0.046932894195142,8.76923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6906",6906,1306,24848,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sumdepth2",2.557939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6907",6907,1306,24848,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sumdepth2",2.557939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6908",6908,1306,24848,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sumdepth2",2.557939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6909",6909,1307,24848,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sumdepth69",80.525318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6910",6910,1307,24848,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sumdepth69",80.525318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6911",6911,1307,24848,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sumdepth69",80.525318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6912",6912,1308,24848,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sumdepth_sand",16.91674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6913",6913,1308,24848,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sumdepth_sand",16.91674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6914",6914,1308,24848,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sumdepth_sand",16.91674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6915",6915,1309,24857,NA,108.7,NA,0.794253632760898,0.00924702774108322,0.0333553500660502,0.0153964588144727,0.00225244490063582,0.0627476882430647,0.980298235109628,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137138953801201,24.857,1.23423827688647,0.041995841995842,3.60714285714286,0.0333553500660502,0.00924702774108322,0.794253632760898,0.980298235109628,0.277227722772277,3.60714285714286,85.8928571428571,0.295367177661319,5.73828186391614,112.779784694703,0.974839150532893,NA,NA
"6916",6916,1310,24869,NA,108.8,NA,0.778368240075023,0.00937793060331354,0.0278211941231635,0.0103399474337868,0.00698957340496202,0.0718974679587371,0.979955520896514,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14116376542652,24.869,1.25898703266986,0.0357429718875502,2.96666666666667,0.0278211941231635,0.00937793060331354,0.778368240075023,0.979955520896514,0.337078651685393,2.96666666666667,82.9999999999999,0.319746445197011,5.16282398845826,105.234363449282,0.974782858043196,NA,NA
"6917",6917,1311,24881,NA,108.9,NA,0.778950841306499,0.0023094688221709,0.0326624876278456,0.013775495889796,0.00471340796229274,0.0715935334872979,0.980781640153747,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138634291150553,24.881,1.25910595142143,0.0419313850063532,14.1428571428571,0.0326624876278456,0.0023094688221709,0.778950841306499,0.980781640153747,0.0707070707070707,14.1428571428571,337.285714285714,0.319929595380161,5.15615732179159,106.821030115948,0.975892180633083,NA,NA
"6918",6918,1312,24892,136,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.63,NA,NA,0.6,NA,23739,26754,24985,1090,NA,0.147709121335608,24.892,NA,NA,NA,0.0432220039292731,0.00556647020301244,0.753438113948919,0.978987506084699,0.128787878787879,7.76470588235295,135.352941176471,0.400809554973854,4.51016897575843,98.2368077941195,0.976383521471553,NA,NA
"6919",6919,1312,24892,136,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.63,NA,NA,0.6,NA,23739,26754,24985,1090,NA,0.147709121335608,24.892,NA,NA,NA,0.0432220039292731,0.00556647020301244,0.753438113948919,0.978987506084699,0.128787878787879,7.76470588235295,135.352941176471,0.400809554973854,4.51016897575843,98.2368077941195,0.976383521471553,NA,NA
"6920",6920,1313,24892,NA,109,NA,0.753438113948919,0.00556647020301244,0.0432220039292731,0.0156850018930175,0.00532749202228352,0.0802226588081205,0.978987506084699,0.909090909090909,29.0192590945724,1.0089525831564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147709121335608,24.892,1.29936021016196,0.0573663624511082,7.76470588235294,0.0432220039292731,0.00556647020301244,0.753438113948919,0.978987506084699,0.128787878787879,7.76470588235295,135.352941176471,0.400809554973854,4.51016897575843,98.2368077941195,0.976383521471553,NA,NA
"6921",6921,1313,24892,NA,109,NA,0.753438113948919,0.00556647020301244,0.0432220039292731,0.0156850018930175,0.00532749202228352,0.0802226588081205,0.978987506084699,0.909090909090909,29.0192590945724,1.0089525831564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147709121335608,24.892,1.29936021016196,0.0573663624511082,7.76470588235294,0.0432220039292731,0.00556647020301244,0.753438113948919,0.978987506084699,0.128787878787879,7.76470588235295,135.352941176471,0.400809554973854,4.51016897575843,98.2368077941195,0.976383521471553,NA,NA
"6922",6922,1314,24907,NA,109.1,NA,0.769504809405059,0,0.0363377271107944,0.0154509114620248,0.00371388881013807,0.076237976487353,0.978907379582117,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139321673188224,24.907,1.27212639559583,0.0472222222222222,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6923",6923,1315,24921,NA,109.2,NA,0.728664370455415,0.0241102181400689,0.0241102181400689,0.0182492408315814,0.0012555477692128,0.0723306544202067,0.975005839757066,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182619514325427,24.921,1.33807261517081,0.0330882352941176,1,0.0241102181400689,0.0241102181400689,0.728664370455415,0.975005839757066,1,1,30.2222222222222,0.398487420586502,4.54150230909176,99.0636966830084,0.976798166361615,NA,NA
"6924",6924,1316,24931,NA,109.3,NA,0.776722090261283,0,0.0384006334125099,0.0182941571524513,0.00838146406984553,0.0601741884402217,0.972867696440564,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140195813235959,24.931,1.2525299700351,0.0494393476044852,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6925",6925,1317,24945,NA,109.4,NA,0.762816131237184,0.0177717019822283,0.0403280929596719,0.0184364474383974,0.00983868108491402,0.0717703349282297,0.970720321456007,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147902507762143,24.945,1.27254823502701,0.0528673835125448,2.26923076923077,0.0403280929596719,0.0177717019822283,0.762816131237184,0.970720321456007,0.440677966101695,2.26923076923077,42.9230769230769,0.377376218557208,5.69328802337747,114.974410968723,0.976752444916386,NA,0.749470364406303
"6926",6926,1318,24961,NA,109.5,NA,0.706505295007564,0.0173978819969743,0.0472768532526475,NA,NA,0.075642965204236,NA,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.961,NA,0.0669164882226981,2.71739130434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6927",6927,1319,24975,NA,109.6,NA,0.742027946972411,0.00644930132568972,0.0386958079541383,NA,NA,0.0662844858473665,NA,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.975,NA,0.0521487204249155,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6928",6928,1320,24989,NA,109.7,NA,0.759326510399472,0.0128755364806867,0.0356553317926709,0.0177024265277338,0.00731124607812095,0.0607461208319577,0.974410638726577,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15383024724488,24.989,1.28325644552296,0.0469565217391304,2.76923076923077,0.0356553317926709,0.0128755364806867,0.759326510399472,0.974410638726577,0.361111111111111,2.76923076923077,58.974358974359,0.360705390425706,5.98357787844994,114.817889229592,0.975601216206496,NA,NA
"6929",6929,1321,24998,NA,109.8,NA,0.759619047619048,0.00761904761904762,0.0457142857142857,0.0135077578338911,0.00599330696683906,0.0636190476190476,0.978369333738972,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146194944736821,24.998,1.28797367154704,0.0601805416248746,6,0.0457142857142857,0.00761904761904762,0.759619047619048,0.978369333738972,0.166666666666667,6,99.7,0.367765118137607,5.27698447185653,95.8123947240977,0.975327930239901,NA,NA
"6930",6930,1322,25010,NA,109.9,NA,0.736079328756674,0,0.0446224256292906,NA,NA,0.0816170861937452,NA,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.01,NA,0.0606217616580311,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6931",6931,1323,25025,137,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.85,5.4,4.78,0.8,0.154,23792,26863,25100,1100,NA,0.185652624335299,25.025,NA,NA,NA,0.036983842010772,0.0348294434470377,0.727827648114901,0.973808079933004,0.941747572815534,1.06185567010309,20.8969072164948,0.36549239086488,5.44337102647838,98.0628148921649,0.975327481459308,NA,NA
"6932",6932,1323,25025,137,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.85,5.4,4.78,0.8,0.154,23792,26863,25100,1100,NA,0.185652624335299,25.025,NA,NA,NA,0.036983842010772,0.0348294434470377,0.727827648114901,0.973808079933004,0.941747572815534,1.06185567010309,20.8969072164948,0.36549239086488,5.44337102647838,98.0628148921649,0.975327481459308,NA,NA
"6933",6933,1324,25025,NA,110,NA,0.727827648114901,0.0348294434470377,0.036983842010772,0.0187703947558405,0.00698836235525138,0.0689407540394973,0.973808079933004,0.769230769230769,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185652624335299,25.025,1.33796522082556,0.050814010853478,1.06185567010309,0.036983842010772,0.0348294434470377,0.727827648114901,0.973808079933004,0.941747572815534,1.06185567010309,20.8969072164948,0.36549239086488,5.44337102647838,98.0628148921649,0.975327481459308,NA,NA
"6934",6934,1324,25025,NA,110,NA,0.727827648114901,0.0348294434470377,0.036983842010772,0.0187703947558405,0.00698836235525138,0.0689407540394973,0.973808079933004,0.769230769230769,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185652624335299,25.025,1.33796522082556,0.050814010853478,1.06185567010309,0.036983842010772,0.0348294434470377,0.727827648114901,0.973808079933004,0.941747572815534,1.06185567010309,20.8969072164948,0.36549239086488,5.44337102647838,98.0628148921649,0.975327481459308,NA,NA
"6935",6935,1325,25036,NA,110.1,NA,0.73924158500213,0.00766936514699617,0.0293992330634853,0.0132343617920541,0.0101172865595943,0.0711546655304644,0.975644547759932,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169161871506916,25.036,1.31979121244528,0.0397694524495677,3.83333333333333,0.0293992330634853,0.00766936514699617,0.73924158500213,0.975644547759932,0.260869565217391,3.83333333333333,96.3888888888888,0.315968581341071,5.54148423402555,99.0877624812635,0.97592531859689,NA,NA
"6936",6936,1326,25050,NA,110.2,NA,0.712209302325581,0.00290697674418605,0.043968023255814,0.0123346041713389,0.00620467967406743,0.0897529069767442,0.979841020657347,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192319460017563,25.05,1.37577678002501,0.061734693877551,15.125,0.043968023255814,0.00290697674418605,0.712209302325581,0.979841020657347,0.0661157024793389,15.125,245,0.286060076766299,6.02081115710247,108.407954788956,0.977377876615223,NA,NA
"6937",6937,1327,25059,NA,110.3,NA,0.721494607087827,0.0088597842835131,0.0520030816640986,0.0194788507991982,0.00853163385927944,0.0758859784283513,0.968443233797605,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186942121739189,25.059,1.3422736972443,0.0720768820074746,5.8695652173913,0.0520030816640986,0.0088597842835131,0.721494607087827,0.968443233797605,0.17037037037037,5.8695652173913,81.4347826086956,0.258948965655188,6.8549991912905,124.71051889152,0.97761164530826,NA,NA
"6938",6938,1328,25068,NA,110.4,NA,0.752102523027633,0,0.0352422907488987,0.0178876331409058,0.0089709190449088,0.0768922707248698,0.970675122638697,0.714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153916416399734,25.068,1.29061543196423,0.0468583599574015,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741437199282612
"6939",6939,1329,25079,NA,110.5,NA,0.753543307086614,0.00511811023622047,0.0362204724409449,0.0117886178861789,0.00764735772357724,0.0594488188976378,0.978048780487805,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155779700760978,25.079,1.29793307337462,0.0480668756530825,7.07692307692308,0.0362204724409449,0.00511811023622047,0.753543307086614,0.978048780487805,0.141304347826087,7.07692307692308,147.230769230769,0.266709779904552,6.6643741912905,121.46551889152,0.977976440090103,NA,0.742083320909931
"6940",6940,1330,25094,NA,110.6,NA,0.760699001426534,0,0.0427960057061341,0.0137446895517641,0.00938273848740259,0.0624108416547789,0.976872571960833,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146013351766429,25.094,1.28417753951157,0.0562587904360056,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743194029913205
"6941",6941,1331,25108,NA,110.7,NA,0.745111260957519,0.00472016183412003,0.0445043830074174,0.0116013739101194,0.00826267624240386,0.0734996628455833,0.978983018278769,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158748760770432,25.108,1.31387494670354,0.0597285067873303,9.42857142857143,0.0445043830074174,0.00472016183412003,0.745111260957519,0.978983018278769,0.106060606060606,9.42857142857142,157.857142857143,0.218753510017957,6.77455226064383,123.268555442598,0.978690248348954,NA,0.74524483137127
"6942",6942,1332,25119,NA,110.8,NA,0.742728531855956,0.0183518005540166,0.0363573407202216,0.0129768353117437,0.00470208597441512,0.0602493074792244,0.98098421113288,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167996526931334,25.119,1.32078433648101,0.048951048951049,1.9811320754717,0.0363573407202216,0.0183518005540166,0.742728531855956,0.98098421113288,0.504761904761904,1.9811320754717,40.4716981132076,0.206225875530116,7.1287189273105,128.392166553709,0.978997708849213,NA,0.749659390111433
"6943",6943,1333,25131,NA,110.9,NA,0.759414225941423,0.00557880055788006,0.0394002789400279,0.0123989840683445,0.00115446779034865,0.0788005578800558,0.985245901639344,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142319504408181,25.131,1.29737614596035,0.0518824609733701,7.0625,0.0394002789400279,0.00557880055788006,0.759414225941423,0.985245901639344,0.141592920353982,7.0625,136.125,0.205768151436028,7.2412189273105,134.004666553709,0.979728597879479,NA,0.751046912053503
"6944",6944,1334,25147,NA,111,NA,0.734288864388093,0.00330760749724366,0.0367511944138184,0.0131277395812474,0.00852190552477583,0.0826901874310915,0.976748325656943,0.769230769230769,31.6661303969588,0.975100259495164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169949660274885,25.147,1.33019629334962,0.05005005005005,11.1111111111111,0.0367511944138184,0.00330760749724366,0.734288864388093,0.976748325656943,0.0900000000000001,11.1111111111111,222,0.203545929213806,7.32926240557137,139.198688292839,0.981426720826289,NA,0.751446929942641
"6945",6945,1335,25157,NA,111.1,NA,0.750348675034867,0.0111576011157601,0.045676429567643,0.0105792827535006,0.00680538656657937,0.0658995815899582,0.982017281557402,0.714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155233865732985,25.157,1.30874793843245,0.0608736059479554,4.09375,0.045676429567643,0.0111576011157601,0.750348675034867,0.982017281557402,0.244274809160305,4.09375000000001,67.25,0.200184725200428,7.55014152645049,140.482754226905,0.981475062947254,NA,0.748804290612569
"6946",6946,1336,25171,NA,111.2,NA,0.732717316906229,0.0188227241615332,0.04072553045859,0.0112186145901347,0.00686571298549692,0.0694729637234771,0.980946162521517,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175883311017277,25.171,1.3387784618813,0.0555815039701074,2.16363636363636,0.04072553045859,0.0188227241615332,0.732717316906229,0.980946162521517,0.46218487394958,2.16363636363636,38.9272727272727,0.206548361564064,7.19657009787906,132.222039941191,0.981902026578465,NA,0.752148179412547
"6947",6947,1337,25184,NA,111.3,NA,0.765640194489465,0.00518638573743922,0.0382495948136143,0.0123688680187831,0.00717354381057049,0.0839546191247974,0.978719152762514,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138222575708434,25.184,1.27830168766823,0.0499576629974598,7.375,0.0382495948136143,0.00518638573743922,0.765640194489465,0.978719152762514,0.135593220338983,7.37500000000001,147.625,0.176733328112667,7.48245689033189,136.74687012987,0.981752643426696,NA,0.749202340444961
"6948",6948,1338,25198,NA,111.4,NA,0.765977742448331,0.00254372019077901,0.041335453100159,0.00718390804597701,0.00550429010846689,0.073449920508744,0.987149910960013,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13666545786086,25.198,1.28874490243638,0.053964300539643,16.25,0.041335453100159,0.00254372019077901,0.765977742448331,0.987149910960013,0.0615384615384614,16.25,301.125000000001,0.182695987296781,7.27317658730159,130.046491341991,0.981252537933683,NA,0.74806021977054
"6949",6949,1339,25213,NA,111.5,NA,0.757543485977991,0.00567980120695776,0.0383386581469649,0.00675595824305692,0.00638172148906835,0.0823571175008875,0.985424463265708,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142552279272581,25.213,1.30081570432029,0.0506091846298032,6.75,0.0383386581469649,0.00567980120695776,0.757543485977991,0.985424463265708,0.148148148148148,6.75,133.375,0.204872457885017,6.48282019317161,112.104981908029,0.981501048258865,NA,0.748786079755658
"6950",6950,1340,25231,NA,111.6,NA,0.734272608125819,0.00458715596330275,0.0425950196592398,0.0116747954990591,0.00833365336610469,0.0812581913499345,0.978532201697454,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169704145193246,25.231,1.33265518946034,0.0580098170459616,9.28571428571428,0.0425950196592398,0.00458715596330275,0.734272608125819,0.978532201697454,0.107692307692308,9.28571428571428,160.071428571429,0.192944976968986,6.87344519317161,116.739981908029,0.98138365252526,NA,0.747341039444867
"6951",6951,1341,25246,NA,111.7,NA,0.778550148957299,0,0.041708043694141,0.0106022472800777,0.00669824220685282,0.0615690168818272,0.980242167218248,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136592937065103,25.246,1.25906104896527,0.0535714285714286,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.749060870359712
"6952",6952,1342,25261,NA,111.8,NA,0.713270142180095,0.00947867298578199,0.0558564658090724,0.00895924422236102,0.00528966271080575,0.0873392010832769,0.983252654590881,0.714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191432275739086,25.261,1.37851368849619,0.0783103939250119,5.89285714285714,0.0558564658090724,0.00947867298578199,0.713270142180095,0.983252654590881,0.16969696969697,5.89285714285714,75.25,0.15207000102441,8.52851012823655,146.447254635302,0.981465328066421,NA,0.746239142374576
"6953",6953,1343,25275,NA,111.9,NA,0.747993019197208,0.0087260034904014,0.0422338568935428,0.0124804992199688,0.00617784711388456,0.0698080279232112,0.979490379615185,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15848522887122,25.275,1.30949133812296,0.0564629024731685,4.84,0.0422338568935428,0.0087260034904014,0.747993019197208,0.979490379615185,0.206611570247934,4.84,85.72,0.151960971388172,8.53448838910611,143.219537243998,0.981638432702004,NA,0.745122754522554
"6954",6954,1344,25287,NA,112,NA,0.741547464239272,0.0107282184655397,0.0533159947984395,0.00927069163963587,0.0095427435387674,0.0679453836150845,0.980244846709218,0.769230769230769,30.9666015029958,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163319939026439,25.287,1.32189090244522,0.0718982902235862,4.96969696969697,0.0533159947984395,0.0107282184655397,0.741547464239272,0.980244846709218,0.201219512195123,4.96969696969695,69.1212121212119,0.154359756813274,8.07871915833688,131.607037243997,0.980701125585489,NA,0.744609472288907
"6955",6955,1345,25305,NA,112.1,NA,0.735898271926964,0.0172807303553962,0.0554287577437235,0.0124177770281666,0.00680974869286558,0.0714052820345615,0.979233428908754,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170789777281619,25.305,1.33066412337756,0.0753212228622065,3.20754716981132,0.0554287577437235,0.0172807303553962,0.735898271926964,0.979233428908754,0.311764705882354,3.20754716981131,42.5849056603772,0.15865605310957,7.92697497229037,124.395118639346,0.979685241094873,NA,0.745802130806142
"6956",6956,1346,25322,NA,112.2,NA,0.749915626054674,0,0.041849476881539,0.00915252021181547,0.0079321841835734,0.0779615254809315,0.980343873259387,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150548788578969,25.322,1.30727223063347,0.0558055805580558,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742797925799585
"6957",6957,1347,25333,NA,112.3,NA,0.737422914638104,0.00649139889646219,0.0519311911716975,0.00764114595664995,0.00959986224412923,0.0834144758195391,0.980843324221356,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163634234959174,25.333,1.33009607479137,0.0704225352112676,8,0.0519311911716975,0.00649139889646219,0.737422914638104,0.980843324221356,0.125,8,113.6,0.162886822340339,7.6650702103856,117.647235041463,0.979239385579404,NA,0.747045972114263
