"","median","Depth","d_g_wet_sed","Identifier","NorTi","NorAl","NorSi","NorSr","NorRb","NorCa","NorFe","sedrate.mm","Water","Dry_bulk_density2","Fraction","Percentage","averaged.d13C","averaged.C.N","averaged.d15N","averaged.C","averaged.N","max","min","mean","d.0.5","PrC","age_k","Fe_Ti","Si_Ti","Si_Al"
"1244",23655,91.9,NA,NA,0.789518413597734,0.0110481586402266,0.0475920679886686,0.0118015814594068,0.00539025953980956,0.0770538243626062,0.982404483176216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130086949446381,23.655,1.24430851295732,0.0602798708288482,4.30769230769231
"1245",23659,92,NA,NA,0.789488091979195,0.00985491376950452,0.0492745688475226,0.0178148440584287,0.00503355704697987,0.0736381056665754,0.977028227398342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130692925115236,23.659,1.23754650301184,0.0624133148404993,5
"1246",23666,92.1,NA,NA,0.766946610677864,0.010497900419916,0.0434913017396521,0.0135363336639237,0.00353820998740183,0.0743851229754049,0.982925456348675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137407085094332,23.666,1.28160870999862,0.0567070786077435,4.14285714285714
"1247",23670,92.2,NA,NA,0.783426388480752,0.00793417572729944,0.0458419042021746,0.016771282856022,0.0111563358179678,0.0711137231854246,0.971508434680267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133732004968992,23.67,1.24007622026142,0.0585146286571643,5.77777777777778
"1248",23675,92.3,NA,NA,0.771810250817884,0.00899672846237732,0.0458015267175573,0.00739891621508962,0.00729470612755315,0.0749727371864777,0.984576907044602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132067676060459,23.675,1.27567223420685,0.0593429883433416,5.09090909090909
"1249",23680,92.4,NA,NA,0.778466741826381,0.00479143179255919,0.0476324689966178,0.0105914981112227,0.00985033232917324,0.0746899661781285,0.979558169559604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130919159101834,23.68,1.25831730108526,0.0611875452570601,9.94117647058824
"1250",23691,92.5,NA,NA,0.790996784565916,0.00146156094709149,0.0496930722011108,0.0134097122770473,0.00953000911339669,0.0736626717334113,0.976018747558912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129896517036758,23.691,1.23390988004399,0.0628233555062823,34
"1251",23696,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175438596491228,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.696,NA,NA,NA
"1252",23698,92.6,NA,NA,0.796772265391512,0,0.0457262402869097,0.0115540275904086,0.00883415292223334,0.0744172145845786,0.979611819487358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130692925115236,23.698,1.22947529932659,0.0573893473368342,Inf
"1253",23700,92.7,NA,NA,0.787423625254583,0.00738289205702648,0.0537169042769857,0.00946559802126192,0.0116060598853664,0.0707739307535642,0.978928342093372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128138712409843,23.7,1.24320417967758,0.0682185580342709,7.27586206896552
"1254",23704,92.8,NA,NA,0.762451035254617,0.0195858981533296,0.0467263570229435,0.0182351372967209,0.0101572913889629,0.0811415780637941,0.970354572114103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141305764486634,23.704,1.27267788650855,0.0612844036697248,2.38571428571429
"1255",23710,92.9,NA,NA,0.764051196438509,0.013355592654424,0.0461880912632165,0.0128842396814798,0.00929841481811212,0.0798553144129104,0.977817345500408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135393065243069,23.71,1.27977987608466,0.0604515659140568,3.45833333333333
"1256",23716,93,NA,NA,0.780279767997271,0.00170590242238144,0.0460593654042989,0.0127745877890744,0.00650582099773482,0.0692596383486865,0.979349944687352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132791127906525,23.716,1.2551266671966,0.0590292960209882,27
"1257",23720,93.1,NA,NA,0.746814766416204,0.00228683436785364,0.0480235217249265,0.0111105835430416,0.0035610844689236,0.0787324403789611,0.984758558473007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151205264380962,23.72,1.31861152558437,0.0643044619422572,21
"1258",23726,93.2,NA,NA,0.778811524609844,0.00210084033613445,0.0450180072028812,0.0147910911180109,0.0072121849253111,0.0774309723889556,0.975943084859301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132377477761633,23.726,1.25311844267869,0.0578034682080925,21.4285714285714
"1259",23734,93.3,NA,NA,0.760074231177094,0.00821845174973489,0.059915164369035,0.013622878841818,0.00849649934733594,0.0866914103923648,0.977216091135635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114299920894991,23.734,1.28568507002568,0.0788280432507848,7.29032258064516
"1260",23741,93.4,NA,NA,0.773095238095238,0.00119047619047619,0.0630952380952381,0.0103432063939821,0.00458392101551481,0.0866666666666667,0.984179595674659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115310641261423,23.741,1.27303797407871,0.0816137973514013,53
"1261",23748,93.5,NA,NA,0.761676646706587,0.00239520958083832,0.0682634730538922,0.00907791117263918,0.00612759004153144,0.0790419161676647,0.984045571114087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107717555279954,23.748,1.29194662245324,0.089622641509434,28.5
"1262",23754,93.6,NA,NA,0.77363107984093,0,0.0474151116549403,0.00796348903273879,0.00547198807805151,0.0761700825940655,0.98656452288921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12929598357777,23.754,1.27523899775596,0.0612890470541716,Inf
"1263",23754,96,NA,123,NA,NA,NA,NA,NA,NA,NA,0.175438596491228,31.1736484385412,0.90255,NA,NA,-26.44,5.2,4.78,0.8,0.154,23043,24783,23807,NA,0.12929598357777,23.754,NA,NA,NA
"1264",23763,93.7,NA,NA,0.762124711316397,0.00857802705377763,0.0442098317387001,0.00816800145613397,0.0079632326174008,0.0748927746618278,0.983868765926465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137959659857049,23.763,1.29095507771563,0.058008658008658,5.15384615384615
"1265",23769,93.8,NA,NA,0.767952127659574,0.00764627659574468,0.0392287234042553,0.0132943721978096,0.00827552363320024,0.0804521276595745,0.977827842341237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138295757906759,23.769,1.27329270552487,0.0510822510822511,5.1304347826087
"1266",23774,93.9,NA,NA,0.788446108585183,0.0101631452259963,0.043327092805563,0.0114717280253655,0.00691386295578651,0.0740839796737096,0.980117139334155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132640487091435,23.774,1.24309972319213,0.0549525101763908,4.26315789473684
"1267",23779,94,NA,NA,0.76852418860992,0.0174525413349663,0.0499081445192896,0.00692755033479298,0.00690438127012812,0.0716472749540723,0.985055953291166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130868298525395,23.779,1.28175009699161,0.0649402390438247,2.85964912280702
"1268",23785,94.1,NA,NA,0.776918671248568,0,0.0509736540664376,0.0115438459596539,0.00759644734124343,0.0770332187857961,0.979574507148922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127946940880581,23.785,1.26084562438778,0.0656100258016955,Inf
"1269",23789,94.2,NA,NA,0.761041902604756,0.0150056625141563,0.0467157417893545,0.00861307896040137,0.00617988415408798,0.0778595696489241,0.98262311319739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135907159642387,23.789,1.29115507284717,0.0613839285714286,3.11320754716981
"1270",23795,94.3,NA,NA,0.766921718658034,0.0117716303708064,0.0467922307239553,0.00842892451993156,0.00614741111604031,0.0741612713360801,0.983395652449458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133585779645408,23.795,1.28226340254154,0.0610130468150422,3.975
"1271",23802,94.4,NA,NA,0.759748050389922,0.00569886022795441,0.0485902819436113,0.0106706453379667,0.00543919620767153,0.0758848230353929,0.983474664299609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131420277365655,23.802,1.29447474566715,0.0639557836557442,8.52631578947368
"1272",23806,97,NA,124,NA,NA,NA,NA,NA,NA,NA,0.178571428571429,30.8484064164685,0.99,NA,NA,-26.11,5.2,4.84,0.8,0.147,23089,24857,23864,NA,NA,23.806,NA,NA,NA
"1273",23808,94.5,NA,NA,0.775700934579439,0.00155763239875389,0.0442367601246106,0.00987498686836853,0.0042861645130791,0.0713395638629283,0.985670763735687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132955298137347,23.808,1.27068399662311,0.0570281124497992,28.4
"1274",23812,94.6,NA,NA,0.793621588469795,0.00429316160686906,0.0407850352652561,0.00989630394561336,0.00516328901510262,0.0656240417049985,0.984230454799707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133563340691322,23.812,1.24017600969932,0.0513910355486862,9.5
"1275",23816,94.7,NA,NA,0.777070063694268,0,0.027153871940999,0.0120093546552051,0.00745844131218001,0.0764331210191083,0.977350778501148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140236882702798,23.816,1.25773829692361,0.0349439171699741,Inf
"1276",23823,94.8,NA,NA,0.786417010472866,0.00190415741034592,0.0390352269120914,0.00914161448160603,0.00712804300988664,0.0704538241827991,0.982240299619435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13442321298862,23.823,1.24900693466539,0.049636803874092,20.5
"1277",23829,94.9,NA,NA,0.793169486115544,0.00925630386211299,0.029364826045324,0.0133305657418298,0.00461265250582347,0.0737312480051069,0.976936737470883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137138953801201,23.829,1.23168724285564,0.0370221327967807,3.17241379310345
"1278",23836,95,NA,NA,0.775388291517324,0.0113500597371565,0.0388291517323775,0.0105037708765294,0.00391897742031033,0.0710872162485066,0.984506368338308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137490630428824,23.836,1.26969465377375,0.0500770416024653,3.42105263157895
"1279",23842,95.1,NA,NA,0.774970963995354,0.00319396051103368,0.0438443670150987,0.0108234155355611,0.00574168994874277,0.0766550522648084,0.983434894515696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132535358193117,23.842,1.26899579494644,0.0565754964406145,13.7272727272727
"1280",23845,95.2,NA,NA,0.774417314095449,0.00416204217536071,0.040788013318535,0.00948968722765566,0.00615861334366224,0.0804661487236404,0.983615764500823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133500404836263,23.845,1.27013658733822,0.0526692941597994,9.8
"1281",23849,95.3,NA,NA,0.770566727605119,0.00182815356489945,0.0490554539914686,0.0104136138952387,0.00435691538206045,0.0758683729433272,0.983510149854444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129230738302237,23.849,1.27634650526781,0.0636615262949782,26.8333333333333
"1282",23849,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175438596491228,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129230738302237,23.849,NA,NA,NA
"1283",23855,95.4,NA,NA,0.753199268738574,0.00705144946461217,0.0598067380517106,0.0108466702100435,0.00730329337191677,0.0827892400104466,0.980767337939723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110539942599229,23.855,1.3021352763423,0.0794036061026352,8.48148148148148
"1284",23860,95.5,NA,NA,0.754578754578755,0.00676246830092984,0.0707241476472246,0.00771064359000933,0.00379313918540781,0.0757959988729219,0.986029640377241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101632720748091,23.86,1.30672860108246,0.0937266616878267,10.4583333333333
"1285",23866,95.6,NA,NA,0.743875278396437,0.00731784918867324,0.0505886096086542,0.0072759140749195,0.00733705621000285,0.0763601654470251,0.984775608364244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156139650220294,23.866,1.32384505435792,0.0680068434559453,6.91304347826087
"1286",23873,95.7,NA,NA,0.749312977099237,0.00122137404580153,0.0586259541984733,0.010230179028133,0.00792075428484178,0.0812213740458015,0.981352826659541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110450650285331,23.873,1.30967013337816,0.078239608801956,48
"1287",23880,95.8,NA,NA,0.751282051282051,0.00993589743589744,0.0467948717948718,0.00826536956442234,0.00367552938594887,0.0810897435897436,0.987126504041254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144912133179602,23.88,1.31392265043034,0.0622866894197952,4.70967741935484
"1288",23883,95.9,NA,NA,0.738879456706282,0,0.0400679117147708,0.00876264995309288,0.00852312421405617,0.0818336162988115,0.981277071398631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163177581398604,23.883,1.32806110995817,0.0542279411764706,Inf
"1289",23887,96,NA,NA,0.746317512274959,0.00229132569558101,0.0500818330605565,0.00992344768925432,0.00723939136187506,0.0828150572831424,0.982213401379832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11800917664814,23.887,1.31607979877868,0.0671052631578947,21.8571428571429
"1290",23895,96.1,NA,NA,0.77346065195917,0.0200856108001317,0.035890681593678,0.00935183987284455,0.00698615705916055,0.0675008231807705,0.982183451309442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142017254376863,23.895,1.26985574356185,0.0464027245636441,1.78688524590164
"1291",23900,96.2,NA,NA,0.765151515151515,0,0.0378787878787879,0.0109080606318175,0.00601056402161375,0.0811237373737374,0.982069495881651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137948355647064,23.9,1.28349676689483,0.0495049504950495,Inf
"1292",23902,99,NA,126,NA,NA,NA,NA,NA,NA,NA,0.178571428571429,NA,0.92,"sumdepth2",18.385068,-26.45,5.9,4.53,0.9,0.155,23180,25056,23977,8.853,NA,23.902,NA,NA,NA
"1293",23902,99,NA,126,NA,NA,NA,NA,NA,NA,NA,0.178571428571429,NA,0.92,"sumdepth_sand",14.859468,-26.45,5.9,4.53,0.9,0.155,23180,25056,23977,8.853,NA,23.902,NA,NA,NA
"1294",23902,99,NA,126,NA,NA,NA,NA,NA,NA,NA,0.178571428571429,NA,0.92,"sumdepth69",66.755466,-26.45,5.9,4.53,0.9,0.155,23180,25056,23977,8.853,NA,23.902,NA,NA,NA
"1295",23908,96.3,NA,NA,0.766468935373088,0.0115516703090852,0.0412113643459257,0.0129329979600325,0.00514943257214157,0.0886668748048704,0.980016240518112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134616976015457,23.908,1.27861182011385,0.0537678207739308,3.56756756756757
"1296",23918,96.4,NA,NA,0.74577861163227,0.00437773608505316,0.0494058786741714,0.00954224070206365,0.00498189273601717,0.0853658536585366,0.983138209201173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117438009479174,23.918,1.3182708566144,0.0662473794549266,11.2857142857143
"1297",23922,96.5,NA,NA,0.771320277953253,0.0047378395451674,0.0372710044219836,0.00802437030982985,0.0062969017014637,0.0720151610865445,0.984972880600342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13832334326901,23.922,1.27699596231805,0.0483210483210483,7.86666666666667
"1298",23927,96.6,NA,NA,0.7499177360974,0,0.0470549522869365,0.0125211440125989,0.00291641553088484,0.0756827903915762,0.981568253844808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148639060533314,23.927,1.30890123889178,0.0627468187801667,Inf
"1299",23935,96.7,NA,NA,0.741496598639456,0.00809847748623259,0.0447035957240039,0.00979128594786958,0.00727132826776955,0.0767735665694849,0.982052515148601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162241306814059,23.935,1.32441944703527,0.0602883355176933,5.52
"1300",23940,96.8,NA,NA,0.754863813229572,0,0.0457198443579767,0.0104707396069036,0.00610053684724256,0.0820363164721141,0.982430453879941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133270249256759,23.94,1.3014671476657,0.0605670103092784,Inf
"1301",23944,96.9,NA,NA,0.772607260726073,0,0.0462046204620462,0.0104375378593728,0.00351800941242253,0.0726072607260726,0.98301570290294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132147716063503,23.944,1.27233557445361,0.0598035027765912,Inf
"1302",23949,97,NA,NA,0.746268656716418,0.00412829469672912,0.0374722134010797,0.0114855959329693,0.00466536956840101,0.0914576055890759,0.980564446954957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153583788343089,23.949,1.31395635891964,0.0502127659574468,9.07692307692308
"1303",23955,97.1,NA,NA,0.733468286099865,0.0158569500674764,0.0418353576248313,0.0122429286532778,0.00556862272078483,0.0799595141700405,0.979293568944374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1732153586723,23.955,1.33515461745682,0.0570377184912604,2.63829787234043
"1304",23962,97.2,NA,NA,0.745910198398886,0.00730943264879916,0.0435085276714236,0.0137041207794934,0.00503884106655469,0.0765750087017055,0.98034088523276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157760328773198,23.962,1.31428808365549,0.0583294447036864,5.95238095238095
"1305",23962,100,NA,127,NA,NA,NA,NA,NA,NA,NA,0.178571428571429,31.7054536193745,0.997599669733428,NA,NA,-26.26,NA,NA,0.75,NA,23192,25170,24033,NA,0.157760328773198,23.962,NA,NA,NA
"1306",23966,97.3,NA,NA,0.747252747252747,0.00872656755009696,0.0449256625727214,0.00950708258562102,0.00754075827574358,0.0808015513897867,0.981386735901646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154009030320682,23.966,1.3133263671625,0.060121107266436,5.14814814814815
"1307",23968,97.4,NA,NA,0.765749456915279,0,0.0405503258508327,0.0136188044261114,0.00622012702154128,0.0767559739319334,0.979986468495602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137937170105195,23.968,1.27977429124579,0.0529550827423168,Inf
"1308",23972,97.5,NA,NA,0.729144851657941,0.0160558464223386,0.0537521815008726,0.0104157413165142,0.00743981522608155,0.0666666666666667,0.980967398063427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178921228380987,23.972,1.34536696766478,0.0737194830062231,3.34782608695652
"1309",23980,97.6,NA,NA,0.756150506512301,0.00940665701881331,0.038712011577424,0.0120305164319249,0.00591046277665996,0.0636758321273517,0.981199698189135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152435745499247,23.98,1.29762486401664,0.0511961722488038,4.11538461538461
"1310",23985,97.7,NA,NA,0.747361477572559,0.0184696569920844,0.0408970976253298,0.00633066878318877,0.00614169359563089,0.0646437994722955,0.984900882514126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161244608019876,23.985,1.31783736795359,0.0547219770520741,2.21428571428571
"1311",23990,97.8,NA,NA,0.749911816578483,0.0102292768959436,0.0342151675485009,0.0121769235360831,0.00501402733838715,0.0793650793650794,0.980580592530691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155870293774905,23.99,1.30759453425424,0.0456255879586077,3.3448275862069
"1312",23993,97.9,NA,NA,0.769441589585474,0.00274066461116821,0.0369989722507708,0.00927194393154248,0.00532094426906506,0.0630352860568688,0.983004745170449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14174375580072,23.993,1.27755603346061,0.0480854853072128,13.5
"1313",23999,98,NA,NA,0.742317660125879,0,0.0429470566456868,0.00951862383285942,0.00732046705789824,0.0762680488707886,0.981426583580374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159512979635517,23.999,1.32211132281825,0.05785536159601,Inf
"1314",24006,98.1,NA,NA,0.735126942023494,0.00227358848048503,0.0435771125426298,0.0135670450113914,0.00474128199339094,0.0651762031072376,0.979023419059543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170956905376433,24.006,1.33177464066914,0.0592783505154639,19.1666666666667
"1315",24010,98.2,NA,NA,0.759802055576703,0.00304529881994671,0.0346402740768938,0.00600643112827876,0.0048941290674864,0.0658545869813476,0.98804780876494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147166790795122,24.01,1.30040160001277,0.0455911823647295,11.375
"1316",24014,98.3,NA,NA,0.720332577475435,0.0128495842781557,0.0434618291761149,0.00720767660978681,0.00976944118796405,0.0774754346182918,0.981416351873562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185870609850677,24.014,1.36244893339845,0.0603357817418678,3.38235294117647
"1317",24017,101,NA,128,NA,NA,NA,NA,NA,NA,NA,0.181818181818182,29.0831237680962,1.03780608634112,NA,NA,-25.47,NA,NA,0.7,NA,23243,25246,24089,NA,NA,24.017,NA,NA,NA
"1318",24020,98.4,NA,NA,0.702213279678068,0.0185110663983903,0.0498993963782696,0.00935081019713077,0.00336464031375787,0.0732394366197183,0.986231809268242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205394685815772,24.02,1.40446191749661,0.0710601719197708,2.69565217391304
"1319",24027,98.5,NA,NA,0.75495867768595,0.0103305785123967,0.0231404958677686,0.0100446178336809,0.00547072935584404,0.0652892561983471,0.982668550032511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156917708211657,24.027,1.30161898800146,0.0306513409961686,2.24
"1320",24032,98.6,NA,NA,0.728537360890302,0,0.0389507154213037,0.00971847764750141,0.00392919096286079,0.0723370429252782,0.985328233745062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175542644526648,24.032,1.35247454233638,0.0534642662302237,Inf
"1321",24040,98.7,NA,NA,0.725653206650831,0.00475059382422803,0.0360253365003959,0.00968583655150819,0.00300594927460599,0.0771971496437055,0.986681974741676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178468826973467,24.04,1.35971558548689,0.049645390070922,7.58333333333333
"1322",24046,98.8,NA,NA,0.721483272873841,0.0201531640467553,0.045143087464732,0.0112095499542467,0.00885949588220614,0.0773881499395405,0.976000332751019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18718281995577,24.046,1.35276917628787,0.0625698324022346,2.24
"1323",24051,98.9,NA,NA,0.707692307692308,0.00202429149797571,0.0611336032388664,0.0093714331484411,0.00426520354832896,0.0676113360323887,0.983139430104728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198521721212985,24.051,1.38921875993059,0.0863844393592677,30.2
"1324",24059,99,NA,NA,0.714285714285714,0.012987012987013,0.0350649350649351,0.00752170112418938,0.00735906974853124,0.058008658008658,0.983533573214612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193860481168478,24.059,1.37694700250046,0.0490909090909091,2.7
"1325",24064,99.1,NA,NA,0.730299199325748,0.00505689001264223,0.0379266750948167,0.00961353585848875,0.00707128970924395,0.06826801517067,0.982524728150569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17556063295216,24.064,1.34537286780225,0.051933064050779,7.5
"1326",24068,99.2,NA,NA,0.71795970852979,0.0132876125160737,0.0347192456065152,0.00956947688237604,0.0064072091437075,0.0724389198456922,0.983444598309324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189097585688267,24.068,1.36977686439143,0.0483582089552239,2.61290322580645
"1327",24072,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178571428571429,31.6575635957633,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.072,NA,NA,NA
"1328",24077,99.3,NA,NA,0.712066905615293,0,0.0541616885702907,0.0118867562788914,0.00596468057005304,0.0704898446833931,0.982148563151056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193236146536097,24.077,1.37929252912321,0.0760626398210291,Inf
"1329",24080,99.4,NA,NA,0.714442815249267,0.0172287390029325,0.0505865102639296,0.0130165888945947,0.00881912969702382,0.0729472140762463,0.978164281408382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19433476104731,24.08,1.36912886592204,0.0708055413032324,2.93617021276596
"1330",24084,99.5,NA,NA,0.780237154150198,0,0.0221343873517787,0.0116380564445738,0.00917615988899085,0.0608695652173913,0.979185783666435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143000213734357,24.084,1.25498481898484,0.0283687943262411,Inf
"1331",24090,99.6,NA,NA,0.722329348245276,0,0.0443501735441573,0.0116323980461206,0.00833806656821538,0.0767450829155418,0.979438827672384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182005391937142,24.09,1.35594494402269,0.0613988254137747,Inf
"1332",24094,99.7,NA,NA,NA,NA,NA,0.011781438900083,0.00834419817470665,NA,0.978143890008297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.094,NA,NA,NA
"1333",24097,99.8,NA,NA,0.704857928505958,0.0146654445462878,0.0279560036663611,0.0103904353547041,0.0066471562422015,0.0705774518790101,0.979922412032941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202832423492287,24.097,1.39024102929511,0.0396618985695709,1.90625
"1334",24101,99.9,NA,NA,0.718762395874653,0.010710035700119,0.0357001190003967,0.0122615476904619,0.00789442111577685,0.0785402618008727,0.979076184763047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187927338558715,24.101,1.36216946014771,0.0496688741721854,3.33333333333333
"1335",24105,100,NA,NA,0.708367854183927,0,0.048053024026512,0.0122346341699308,0.00773731805213018,0.0708367854183927,0.979302674210552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19791600541425,24.105,1.38247757634168,0.0678362573099415,Inf
"1336",24116,100.1,NA,NA,0.720481927710843,0.00321285140562249,0.0514056224899598,0.00943918814118898,0.00525137931798542,0.0670682730923695,0.983115818395338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184894650328869,24.116,1.36452529977948,0.0713489409141583,16
