P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data     19/12/2017  re-evaluated data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peakarea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filename,position (mm),sample surface,validity,E-gain,E-offset,F-slope,F-offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Br,Rb,Sr,Y,Zr,Pd,Sn,Ba,Ta,Pb,Mo inc,Mo coh,Tube,Location
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000151.spe,207.64,7.05,1,0.018657,-0.005509,0.008729,0.098113,35787.44922,1.07,12,24,106,0,0,16,2539,22,281,1275,314,0,3559,112,519,395,0,0,79,71,0,61,171,482,56,0,61,286,0,37636,35426,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000152.spe,208.64,6.96,1,0.018657,-0.005509,0.008729,0.098113,37908.19141,1.13,6,25,43,7,0,0,2242,0,351,1302,415,12,2838,43,412,360,0,124,155,211,7,76,145,480,0,0,33,378,0,42776,41052,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000153.spe,209.64,7,1,0.018657,-0.005509,0.008729,0.098113,37721.83594,1.04,6,32,110,0,0,30,2305,0,392,1830,343,0,3103,16,397,285,52,330,96,82,12,0,15,571,53,0,43,614,31,42272,41356,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000154.spe,210.64,6.97,1,0.018657,-0.005509,0.008729,0.098113,38466.59375,1.09,52,44,114,15,24,12,2132,13,434,1901,354,18,3534,58,430,481,0,56,161,243,0,0,70,808,41,0,49,144,0,42954,42856,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000155.spe,211.64,7.01,1,0.018657,-0.005509,0.008729,0.098113,36982.26563,1.05,25,54,93,6,32,0,2464,8,403,1575,390,0,3260,0,365,173,0,266,28,90,7,0,114,572,91,0,120,381,0,40230,38992,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000156.spe,212.64,7.01,1,0.018657,-0.005509,0.008729,0.098113,37508.28516,1.14,16,32,51,17,0,9,2623,0,429,1862,364,0,4401,0,420,359,0,136,26,208,0,0,0,519,18,9,48,341,0,42216,39844,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000157.spe,213.64,7.03,1,0.018657,-0.005509,0.008729,0.098113,33775.76563,1.12,0,17,67,17,13,0,3067,11,280,1153,256,179,2756,0,442,325,0,33,99,0,140,106,76,534,73,0,16,22,0,29715,28181,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000158.spe,214.64,7.07,1,0.018657,-0.005509,0.008729,0.098113,35866.81641,1.08,7,31,27,12,0,19,2626,4,291,1350,274,16,3941,12,375,292,6,387,124,91,20,30,117,340,63,12,58,530,0,36679,33868,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000159.spe,215.64,6.97,1,0.018657,-0.005509,0.008729,0.098113,37761.63672,1.2,11,31,77,13,0,0,2366,0,353,1835,257,0,4653,349,419,430,30,114,0,137,0,76,88,569,70,0,95,346,9,39997,39332,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000160.spe,216.64,7.04,1,0.018657,-0.005509,0.008729,0.098113,34921.35547,1.15,0,46,81,36,23,7,2734,34,288,1590,313,0,3155,0,385,351,0,0,165,182,121,90,64,461,93,7,65,366,0,34846,31779,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000161.spe,217.64,7.03,1,0.018657,-0.005509,0.008729,0.098113,35036.85547,1.13,26,38,60,8,5,0,2746,20,372,1671,200,0,3371,0,404,441,0,83,155,99,77,124,19,504,76,0,59,348,0,34959,32695,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000162.spe,218.64,7.04,1,0.018657,-0.005509,0.008729,0.098113,34375.99219,1.04,0,28,79,7,0,15,2804,0,341,1481,244,363,3106,28,447,466,0,28,160,48,0,0,103,546,72,0,69,238,0,33145,29886,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000163.spe,219.64,7.07,1,0.018657,-0.005509,0.008729,0.098113,33900.20703,1.08,0,35,78,0,0,0,2955,0,302,1355,298,231,3764,0,399,421,0,49,105,22,20,213,58,428,35,0,7,206,0,31588,28608,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000164.spe,220.64,7.03,1,0.018657,-0.005509,0.008729,0.098113,36138.70703,1.14,20,48,102,24,11,12,2638,0,410,1666,375,0,3827,184,422,508,21,30,151,162,0,55,104,370,46,8,77,246,0,36858,34422,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000165.spe,221.64,7.01,1,0.018657,-0.005509,0.008729,0.098113,35990.11328,1.05,14,36,131,20,22,25,2794,30,431,1564,329,0,4356,0,427,479,58,207,132,23,0,0,0,280,46,11,64,234,0,36196,33726,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000166.spe,222.64,7.04,1,0.018657,-0.005509,0.008729,0.098113,34245.29297,1.11,0,29,69,0,0,37,2925,0,379,1542,237,129,3518,155,444,412,42,336,194,193,0,145,0,279,52,0,0,231,0,31023,29587,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000167.spe,223.64,7.04,1,0.018657,-0.005509,0.008729,0.098113,35060.05078,1.26,50,21,84,13,28,0,2815,35,296,1690,207,0,3944,0,447,458,0,66,236,27,102,148,140,290,63,0,53,257,0,33661,31187,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000168.spe,224.64,7.04,1,0.018657,-0.005509,0.008729,0.098113,34226.10547,1.31,0,28,50,21,25,0,2857,0,339,1406,274,11,3267,0,398,430,0,0,62,217,0,147,174,451,45,14,28,175,0,32858,29980,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000169.spe,225.64,7.02,1,0.018657,-0.005509,0.008729,0.098113,37007.75391,1.12,27,35,98,7,0,78,2558,5,433,1877,287,0,4196,0,430,550,0,0,166,199,0,101,97,263,45,11,23,102,0,38264,35865,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000170.spe,226.64,6.99,1,0.018657,-0.005509,0.008729,0.098113,33863.71484,1.19,18,37,52,12,0,12,2991,26,276,1423,249,0,3193,12,449,410,33,56,124,0,146,211,131,313,65,0,44,240,0,31355,28280,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000171.spe,227.64,7.04,1,0.018657,-0.005509,0.008729,0.098113,33613.125,1.05,28,40,77,24,22,38,3024,0,256,1319,193,0,3241,80,432,416,46,493,147,41,0,37,185,535,72,40,86,332,0,30587,27382,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000172.spe,228.64,7.01,1,0.018657,-0.005509,0.008729,0.098113,34655.77344,1.09,33,28,66,4,7,15,2847,25,334,1829,227,267,3696,0,516,399,0,329,122,32,0,0,174,353,94,6,10,279,0,33158,30238,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000173.spe,229.64,7,1,0.018657,-0.005509,0.008729,0.098113,35948.21875,1.17,0,0,87,0,0,24,2724,8,454,1739,275,0,3979,0,361,616,17,44,0,0,0,163,56,153,41,0,16,0,25,37016,32783,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000174.spe,230.64,7,1,0.018657,-0.005509,0.008729,0.098113,33540.54688,1.07,15,54,84,25,13,48,3062,0,314,1381,216,39,2992,40,438,326,28,276,43,154,39,110,405,357,66,10,0,339,0,30003,26577,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000175.spe,231.64,7.02,1,0.018657,-0.005509,0.008729,0.098113,31536.0332,1.25,0,0,53,0,0,0,3165,7,221,1093,128,0,2618,0,417,295,7,201,111,0,0,31,177,434,91,35,74,252,0,23995,21164,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000176.spe,232.64,7.02,1,0.018657,-0.005509,0.008729,0.098113,31797.51172,1.16,0,4,59,8,7,43,3045,6,188,1090,138,18,2324,0,344,309,0,26,185,0,0,0,109,478,87,16,98,68,0,24732,21646,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000177.spe,233.64,7.01,1,0.018657,-0.005509,0.008729,0.098113,29800.7168,1.04,0,27,32,0,0,24,3277,0,126,703,153,80,1704,0,499,231,0,0,117,15,0,215,241,462,75,9,0,346,0,21560,17512,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000178.spe,234.64,7.01,1,0.018657,-0.005509,0.008729,0.098113,30862.67969,1.11,0,0,44,0,0,0,3169,15,185,801,107,349,2052,0,417,294,9,0,77,0,115,186,78,342,71,0,0,110,0,22533,19127,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000179.spe,235.64,6.98,1,0.018657,-0.005509,0.008729,0.098113,29251.23828,1.33,0,14,46,0,34,12,3144,6,159,486,58,0,1359,0,479,248,0,0,0,0,6,201,188,286,120,0,33,14,0,18071,15091,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000180.spe,236.64,6.98,1,0.018657,-0.005509,0.008729,0.098113,30272.49414,1.17,0,6,0,6,22,31,3226,11,159,666,169,0,1665,58,388,301,0,0,206,0,47,191,202,397,43,17,0,47,0,20554,18172,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000181.spe,237.64,6.96,1,0.018657,-0.005509,0.008729,0.098113,25920.60352,1.28,10,27,24,8,16,56,3489,10,51,194,0,0,653,0,371,92,0,0,38,30,186,223,220,459,87,30,0,70,0,7848,6990,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000182.spe,238.64,7.03,1,0.018657,-0.005509,0.008729,0.098113,26611.29102,1.56,0,0,16,17,24,32,3488,7,97,265,14,0,880,0,421,45,0,0,0,9,0,224,282,374,89,16,8,177,13,10866,9602,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000183.spe,239.64,6.92,1,0.018657,-0.005509,0.008729,0.098113,28576.25391,1.32,0,16,18,22,16,40,3272,11,129,545,83,0,1419,0,319,210,0,93,27,0,0,164,175,350,78,14,0,166,0,18198,15386,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000184.spe,240.64,6.85,1,0.018657,-0.005509,0.008729,0.098113,31565.12891,1.02,0,7,17,0,13,22,3142,5,198,814,179,329,1796,7,452,252,0,24,63,0,145,258,174,290,57,0,0,177,0,26265,22317,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000185.spe,241.64,6.89,1,0.018657,-0.005509,0.008729,0.098113,26126.29297,1.13,0,0,0,15,0,42,3379,0,88,205,21,90,577,18,323,89,11,171,0,0,131,0,19,397,122,16,0,246,44,13390,11555,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000186.spe,242.64,6.89,1,0.018657,-0.005509,0.008729,0.098113,23053.45117,1.41,0,16,40,11,32,33,3437,29,36,50,0,135,401,0,324,52,0,0,0,0,0,148,126,227,143,14,0,73,0,5975,5314,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000187.spe,243.64,6.94,1,0.018657,-0.005509,0.008729,0.098113,22080.42383,1.5,0,0,0,0,20,40,3627,15,29,26,0,142,226,0,316,0,0,191,7,0,48,249,169,260,86,24,0,182,0,5029,4442,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000188.spe,244.64,6.89,1,0.018657,-0.005509,0.008729,0.098113,21935.28516,1.44,0,10,0,11,19,25,3531,0,43,40,0,105,246,0,353,100,0,0,0,39,0,343,226,334,151,9,0,0,0,6274,5576,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000189.spe,245.64,6.87,1,0.018657,-0.005509,0.008729,0.098113,21127.84375,1.33,30,0,0,10,23,10,3640,15,43,0,0,0,236,0,321,59,0,115,59,0,72,237,173,357,101,10,0,101,0,5181,4476,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000190.spe,246.64,6.93,1,0.018657,-0.005509,0.008729,0.098113,19573.32227,2.15,0,0,12,13,0,45,3627,9,0,0,0,108,123,0,254,0,0,106,0,0,211,382,174,339,110,14,0,71,0,1984,1859,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000191.spe,247.64,6.95,1,0.018657,-0.005509,0.008729,0.098113,21963.75391,1.27,0,7,12,17,35,50,3492,28,98,144,0,7,485,0,308,66,0,96,81,0,55,118,108,283,119,20,0,46,0,7261,6055,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000192.spe,248.64,6.8,1,0.018657,-0.005509,0.008729,0.098113,26068.39453,1.09,0,0,28,38,0,32,3292,8,240,412,148,182,1068,0,237,150,0,22,58,0,57,126,9,267,74,0,9,146,0,18215,15939,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000193.spe,249.64,6.64,1,0.018657,-0.005509,0.008729,0.098113,29582.32031,0.98,7,28,172,9,13,36,2698,7,856,656,283,0,1615,78,310,405,0,9,57,0,94,103,0,95,61,0,65,180,0,26975,24066,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000194.spe,250.64,6.24,1,0.018657,-0.005509,0.008729,0.098113,22794.52344,1.07,28,20,255,9,0,44,3141,62,944,251,125,130,232,0,242,126,23,23,110,0,74,107,0,150,62,11,7,132,0,15556,12537,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000195.spe,251.64,6.2,1,0.018657,-0.005509,0.008729,0.098113,21542.29688,1.63,0,10,313,0,0,60,3147,0,1192,133,98,132,123,0,206,48,0,112,0,0,198,194,27,104,60,0,23,148,0,10320,12450,Cr,1
